Percentage served,Time in ms
0,11126.856
1,11645.676
2,11791.890
3,11960.970
4,12049.593
5,12205.511
6,12267.296
7,12289.672
8,12333.331
9,12397.488
10,12445.112
11,12567.711
12,12619.563
13,12719.098
14,12822.692
15,12846.590
16,12866.410
17,12896.939
18,12950.917
19,12967.337
20,13017.127
21,13131.389
22,13177.569
23,13281.403
24,13348.958
25,13454.058
26,13476.911
27,13536.149
28,13569.096
29,13637.188
30,13654.824
31,13690.141
32,13715.504
33,13763.385
34,13784.513
35,13889.403
36,13925.596
37,14078.964
38,14204.371
39,14378.378
40,14477.205
41,14600.546
42,14729.963
43,14841.674
44,14845.663
45,14891.340
46,15043.785
47,15184.958
48,15291.325
49,15384.127
50,15504.581
51,15533.484
52,15630.778
53,15692.759
54,15753.758
55,15863.886
56,15956.005
57,16012.893
58,16037.490
59,16115.812
60,16134.328
61,16179.977
62,16205.208
63,16247.664
64,16320.217
65,16361.371
66,16428.746
67,16480.626
68,16491.661
69,16597.062
70,16679.001
71,16719.587
72,16762.044
73,16832.512
74,16970.142
75,17082.967
76,17253.983
77,17314.101
78,17433.104
79,17518.968
80,17586.809
81,17653.247
82,17789.451
83,17916.743
84,17937.840
85,18030.547
86,18046.551
87,18137.539
88,18280.722
89,18374.209
90,18449.040
91,18680.762
92,18756.491
93,18814.260
94,18852.655
95,19261.255
96,19656.974
97,19972.483
98,20192.713
99,21391.750
100,21411.310
