Percentage served,Time in ms
0,3652.559
1,3692.022
2,3720.172
3,3762.262
4,3772.696
5,3779.857
6,3787.217
7,3802.640
8,3806.823
9,3817.737
10,3827.425
11,3831.588
12,3851.016
13,3870.018
14,3880.571
15,3887.722
16,3901.746
17,3912.255
18,3922.772
19,3927.272
20,3929.459
21,3943.418
22,3945.152
23,3949.563
24,3955.685
25,3961.125
26,3972.920
27,3978.665
28,3982.000
29,3993.703
30,3997.912
31,4003.311
32,4006.174
33,4010.319
34,4013.658
35,4017.468
36,4021.774
37,4027.604
38,4032.367
39,4034.008
40,4038.466
41,4045.717
42,4055.011
43,4058.666
44,4060.226
45,4060.818
46,4067.949
47,4070.751
48,4071.431
49,4074.930
50,4079.328
51,4084.349
52,4086.826
53,4094.034
54,4095.897
55,4104.726
56,4106.280
57,4109.969
58,4114.513
59,4121.700
60,4125.753
61,4137.725
62,4138.184
63,4143.921
64,4153.470
65,4165.625
66,4168.896
67,4177.626
68,4181.808
69,4186.580
70,4194.228
71,4203.496
72,4214.674
73,4248.327
74,4277.206
75,4290.626
76,4309.760
77,4324.094
78,4340.058
79,4367.955
80,4373.188
81,4384.106
82,4430.336
83,4450.722
84,4452.757
85,4469.563
86,4497.093
87,4530.380
88,4545.143
89,4552.707
90,4562.630
91,4634.479
92,4651.718
93,4723.717
94,4793.705
95,4861.731
96,5103.038
97,5363.937
98,5593.109
99,7606.982
100,7614.132
