Percentage served,Time in ms
0,386.456
1,463.916
2,486.786
3,517.630
4,533.010
5,539.676
6,542.616
7,547.041
8,555.976
9,559.899
10,567.394
11,575.927
12,583.258
13,587.408
14,590.650
15,595.983
16,606.230
17,608.599
18,613.969
19,619.749
20,622.430
21,628.227
22,629.657
23,640.177
24,641.576
25,644.108
26,646.835
27,650.111
28,650.952
29,657.620
30,659.379
31,661.250
32,664.508
33,666.333
34,667.636
35,669.259
36,674.238
37,682.234
38,683.510
39,685.788
40,688.622
41,691.683
42,694.286
43,697.381
44,699.717
45,706.301
46,709.274
47,714.604
48,716.266
49,721.903
50,728.988
51,729.709
52,734.061
53,738.230
54,740.167
55,741.442
56,745.283
57,750.899
58,752.094
59,755.977
60,761.363
61,766.707
62,767.750
63,771.112
64,776.848
65,778.613
66,778.917
67,783.535
68,785.743
69,792.307
70,794.526
71,801.646
72,805.265
73,815.307
74,822.565
75,836.529
76,838.140
77,848.968
78,853.986
79,862.056
80,864.163
81,868.700
82,875.988
83,885.059
84,887.118
85,896.113
86,904.913
87,911.526
88,914.269
89,931.016
90,941.457
91,952.904
92,966.560
93,1005.114
94,1025.711
95,1065.370
96,1109.309
97,1269.961
98,1311.895
99,1398.155
100,1424.854
