Percentage served,Time in ms
0,444.958
1,488.825
2,497.453
3,503.862
4,518.418
5,532.545
6,534.002
7,552.297
8,564.539
9,567.217
10,573.607
11,580.647
12,580.936
13,587.539
14,593.187
15,598.463
16,602.062
17,607.849
18,609.754
19,610.567
20,621.645
21,624.252
22,626.283
23,632.847
24,635.036
25,640.320
26,640.975
27,644.855
28,647.198
29,650.553
30,652.894
31,653.492
32,658.537
33,659.560
34,660.762
35,668.519
36,670.426
37,672.182
38,673.785
39,680.051
40,680.325
41,684.367
42,684.533
43,685.318
44,687.598
45,689.731
46,692.721
47,694.480
48,695.342
49,698.117
50,699.771
51,701.431
52,702.340
53,705.051
54,708.745
55,713.078
56,714.654
57,716.465
58,719.141
59,724.472
60,727.449
61,731.408
62,733.244
63,743.166
64,746.374
65,752.385
66,757.042
67,763.227
68,764.689
69,768.567
70,772.161
71,780.544
72,781.224
73,802.387
74,805.526
75,806.497
76,810.676
77,815.785
78,819.337
79,829.439
80,831.943
81,846.530
82,851.465
83,859.032
84,861.555
85,867.550
86,869.282
87,875.174
88,878.692
89,886.771
90,891.722
91,904.838
92,915.062
93,936.573
94,995.751
95,1035.270
96,1072.557
97,1184.391
98,1267.104
99,1791.681
100,2152.866
