Percentage served,Time in ms
0,271.747
1,353.353
2,368.749
3,389.679
4,393.869
5,403.286
6,412.507
7,418.506
8,429.491
9,435.899
10,439.826
11,444.925
12,455.130
13,462.669
14,471.625
15,481.413
16,486.269
17,488.621
18,493.785
19,498.547
20,505.009
21,508.035
22,512.723
23,515.276
24,518.333
25,519.930
26,520.989
27,524.978
28,527.420
29,535.605
30,543.895
31,548.739
32,554.650
33,556.310
34,559.690
35,567.374
36,570.305
37,576.709
38,579.627
39,583.581
40,589.037
41,597.911
42,602.914
43,605.183
44,608.552
45,613.214
46,621.494
47,633.691
48,636.171
49,638.496
50,641.376
51,645.370
52,648.718
53,657.454
54,662.330
55,666.937
56,673.616
57,678.863
58,681.412
59,686.904
60,693.183
61,702.551
62,706.637
63,710.710
64,716.352
65,724.432
66,731.016
67,735.206
68,741.807
69,750.587
70,759.931
71,766.939
72,769.033
73,774.993
74,781.676
75,786.491
76,790.611
77,795.927
78,805.759
79,816.591
80,824.561
81,837.275
82,843.224
83,848.496
84,852.159
85,860.989
86,864.709
87,881.721
88,886.669
89,889.692
90,899.005
91,907.360
92,916.453
93,939.368
94,958.960
95,980.608
96,1009.316
97,1071.302
98,1104.007
99,1260.149
100,4708.375
