Percentage served,Time in ms
0,1201.165
1,1234.826
2,1238.978
3,1245.029
4,1282.951
5,1286.837
6,1291.159
7,1303.636
8,1306.488
9,1312.075
10,1315.031
11,1331.595
12,1345.855
13,1349.104
14,1368.246
15,1376.889
16,1389.578
17,1398.411
18,1400.046
19,1403.534
20,1406.844
21,1417.552
22,1420.167
23,1428.143
24,1429.186
25,1434.032
26,1436.825
27,1446.537
28,1451.309
29,1459.285
30,1462.801
31,1467.343
32,1468.009
33,1479.497
34,1480.600
35,1482.655
36,1484.745
37,1491.577
38,1494.014
39,1497.492
40,1499.097
41,1503.768
42,1505.083
43,1510.882
44,1513.715
45,1515.831
46,1516.478
47,1520.819
48,1523.568
49,1536.433
50,1542.233
51,1552.943
52,1558.940
53,1572.608
54,1580.066
55,1596.182
56,1601.495
57,1601.995
58,1603.020
59,1606.772
60,1615.348
61,1619.597
62,1629.924
63,1633.329
64,1639.276
65,1652.663
66,1657.870
67,1662.187
68,1672.029
69,1676.034
70,1686.896
71,1688.295
72,1692.924
73,1700.613
74,1703.663
75,1719.590
76,1724.395
77,1749.088
78,1754.766
79,1779.910
80,1801.449
81,1816.419
82,1818.625
83,1855.392
84,1869.797
85,1911.808
86,1925.729
87,1963.518
88,1978.612
89,1996.091
90,2008.976
91,2024.213
92,2077.054
93,2175.703
94,2276.939
95,2333.453
96,2390.597
97,2459.586
98,2546.169
99,2703.460
100,2987.798
