     1	1473089309.59	1.9145450592	fuse	8388608
     2	1473089311.98	1.91738390923	fuse	8388608
     3	1473089314.37	1.93031215668	fuse	8388608
     4	1473089316.78	1.92904210091	fuse	8388608
     5	1473089319.2	1.96588802338	fuse	8388608
     6	1473089321.63	1.96632695198	fuse	8388608
     7	1473089324.07	1.93402791023	fuse	8388608
     8	1473089326.47	1.98671913147	fuse	8388608
     9	1473089328.96	1.94523692131	fuse	8388608
    10	1473089331.39	1.97730398178	fuse	8388608
    11	1473089333.87	1.97962808609	fuse	8388608
    12	1473089336.32	1.99251699448	fuse	8388608
    13	1473089338.8	2.07620191574	fuse	8388608
    14	1473089341.37	2.11704897881	fuse	8388608
    15	1473089343.98	2.1261780262	fuse	8388608
    16	1473089346.61	2.09729409218	fuse	8388608
    17	1473089349.21	2.13695812225	fuse	8388608
    18	1473089351.89	2.28971505165	fuse	8388608
    19	1473089354.67	2.57015800476	fuse	8388608
