     1	1473089285.29	0.0101339817047	fuse	131072
     2	1473089285.31	0.0171709060669	fuse	131072
     3	1473089285.35	0.0135080814362	fuse	131072
     4	1473089285.37	0.0127449035645	fuse	131072
     5	1473089285.39	0.0122678279877	fuse	131072
     6	1473089285.42	0.0118000507355	fuse	131072
     7	1473089285.44	0.0145900249481	fuse	131072
     8	1473089285.47	0.00921082496643	fuse	131072
     9	1473089285.49	0.00967311859131	fuse	131072
    10	1473089285.52	0.0096161365509	fuse	131072
    11	1473089285.54	0.00764799118042	fuse	131072
    12	1473089285.56	0.0144019126892	fuse	131072
    13	1473089285.59	0.0138409137726	fuse	131072
    14	1473089285.62	0.0104169845581	fuse	131072
    15	1473089285.64	0.0125510692596	fuse	131072
    16	1473089285.66	0.01220703125	fuse	131072
    17	1473089285.69	0.00735902786255	fuse	131072
    18	1473089285.72	0.00713801383972	fuse	131072
    19	1473089285.74	0.00735878944397	fuse	131072
    20	1473089285.76	0.0150551795959	fuse	131072
