     1	1473089285.79	0.00684118270874	fuse	262144
     2	1473089285.82	0.00657892227173	fuse	262144
     3	1473089285.85	0.00830578804016	fuse	262144
     4	1473089285.88	0.0105900764465	fuse	262144
     5	1473089285.91	0.00672388076782	fuse	262144
     6	1473089285.94	0.00599002838135	fuse	262144
     7	1473089285.97	0.0068678855896	fuse	262144
     8	1473089285.99	0.0166928768158	fuse	262144
     9	1473089286.03	0.00949001312256	fuse	262144
    10	1473089286.06	0.0135109424591	fuse	262144
    11	1473089286.09	0.00863194465637	fuse	262144
    12	1473089286.12	0.0131680965424	fuse	262144
    13	1473089286.16	0.00658178329468	fuse	262144
    14	1473089286.19	0.0102729797363	fuse	262144
    15	1473089286.22	0.0056619644165	fuse	262144
    16	1473089286.25	0.00820994377136	fuse	262144
    17	1473089286.28	0.00755381584167	fuse	262144
    18	1473089286.3	0.00776386260986	fuse	262144
    19	1473089286.34	0.00586795806885	fuse	262144
    20	1473089286.36	0.0180850028992	fuse	262144
