1,9
2,18
3,27
4,30
5,35
6,38
7,41
8,50
9,59
10,66
11,75
12,76
13,85
14,92
15,95
16,94
17,101
18,104
19,111
20,118
21,123
22,128
23,135
24,140
25,141
26,148
27,155
28,164
29,169
30,176
31,181
32,188
33,191
34,196
35,203
36,210
37,217
38,224
39,233
40,240
41,245
42,252
43,261
44,264
45,269
46,272
47,279
48,282
49,289
50,296
51,301
52,310
53,319
54,326
55,335
56,344
57,353
58,360
59,359
60,362
61,369
62,374
63,381
64,390
65,397
66,404
67,409
68,412
69,413
70,416
71,425
72,434
73,443
74,446
75,447
76,456
77,465
78,474
79,477
80,480
81,483
82,490
83,499
84,502
85,497
86,494
87,487
88,488
89,491
90,496
91,503
92,512
93,521
94,530
95,539
96,548
97,557
98,566
99,575
100,582
101,589
102,598
103,605
104,614
105,619
106,620
107,619
108,620
109,625
110,630
111,631
112,634
113,641
114,648
115,651
116,658
117,667
118,676
119,683
120,690
121,699
122,706
123,713
124,718
125,725
126,730
127,737
128,742
129,745
130,742
131,737
132,738
133,743
134,750
135,759
136,768
137,773
138,780
139,783
140,788
141,795
142,804
143,813
144,822
145,827
146,834
147,841
148,846
149,851
150,858
151,861
152,862
153,867
154,870
155,875
156,880
157,885
158,890
159,897
160,902
161,909
162,916
163,923
164,928
165,935
166,944
167,951
168,956
169,959
170,962
171,965
172,974
173,983
174,992
175,1001
176,1006
177,1013
178,1020
179,1021
180,1028
181,1037
182,1044
183,1041
184,1038
185,1037
186,1044
187,1053
188,1060
189,1063
190,1066
191,1071
192,1078
193,1085
194,1090
195,1099
196,1106
197,1113
198,1120
199,1129
200,1134
201,1141
202,1148
203,1155
204,1164
205,1171
206,1180
207,1189
208,1196
209,1205
210,1214
211,1219
212,1228
213,1235
214,1238
215,1245
216,1252
217,1259
218,1264
219,1263
220,1266
221,1275
222,1282
223,1289
224,1292
225,1295
226,1302
227,1309
228,1312
229,1321
230,1326
231,1333
232,1340
233,1345
234,1352
235,1355
236,1360
237,1369
238,1378
239,1383
240,1388
241,1395
242,1398
243,1407
244,1414
245,1421
246,1424
247,1425
248,1430
249,1437
250,1444
251,1445
252,1450
253,1457
254,1464
255,1473
256,1480
257,1487
258,1492
259,1499
260,1504
261,1505
262,1510
263,1511
264,1504
265,1505
266,1512
267,1521
268,1530
269,1539
270,1546
271,1553
272,1554
273,1559
274,1562
275,1567
276,1574
277,1581
278,1588
279,1597
280,1606
281,1611
282,1616
283,1623
284,1632
285,1639
286,1642
287,1649
288,1654
289,1661
290,1668
291,1673
292,1676
293,1679
294,1688
295,1695
296,1700
297,1701
298,1698
299,1699
300,1702
301,1709
302,1714
303,1719
304,1728
305,1735
306,1744
307,1751
308,1760
309,1767
310,1772
311,1775
312,1778
313,1787
314,1796
315,1803
316,1812
317,1821
318,1828
319,1835
320,1842
321,1849
322,1856
323,1859
324,1860
325,1867
326,1876
327,1885
328,1888
329,1893
330,1898
331,1905
332,1908
333,1911
334,1918
335,1923
336,1932
337,1939
338,1946
339,1953
340,1962
341,1971
342,1978
343,1983
344,1986
345,1989
346,1996
347,1991
348,1994
349,2001
350,2010
351,2017
352,2024
353,2033
354,2042
355,2051
356,2060
357,2067
358,2068
359,2067
360,2066
361,2061
362,2066
363,2071
364,2078
365,2083
366,2088
367,2097
368,2104
369,2111
370,2114
371,2119
372,2120
373,2125
374,2132
375,2141
376,2148
377,2151
378,2156
379,2165
380,2168
381,2167
382,2174
383,2183
384,2188
385,2191
386,2196
387,2203
388,2212
389,2217
390,2222
391,2227
392,2234
393,2243
394,2250
395,2259
396,2266
397,2273
398,2280
399,2287
400,2292
401,2295
402,2300
